"Definition","is_misogyny"
"an individual who grows up in a poor area and do whatever it takes to""paperchase"". Many gangsta's sell crack,coke,meth,weed,pills,guns and sex to buy all the material shit they never had growing up due to poverty. Often misunderstood many gangsta's dont give a fuck about anything and will solve problems with lethal force, many unintelligent gangsta's do not know how to use a firearm properly and miss many shots however more intelligent individuals such as a literate gangsta who knows how to rap will be more of a problem. most members of the urban community will dress in baggy clothes although lately tighter more fitting clothes have become prevalent. The bottom line is in the end that gangsta's say whatever they want and dont give a fuck about the consequences of their actions.",0
"excessively dramatic, attention loving\r\n\r\nsomeone with Histrionic Personality Disorder fits five or more of the following:\r\n1. is uncomfortable in situations in which he or she is not the center of attention \r\n2. interaction with others is often characterized by inappropriate sexually seductive or provocative behavior \r\n3. displays rapidly shifting and shallow expression of emotions \r\n4. consistently uses physical appearance to draw attention to self \r\n5. has a style of speech that is excessively impressionistic and lacking in detail \r\n6. shows self-dramatization, theatricality, and exaggerated expression of emotion \r\n7. is suggestible, i.e., easily influenced by others or circumstances \r\n8. considers relationships to be more intimate than they actually are ",0
"is used to decribe a variety of persons who, in a sense, create their own self destruction.  To their own demise they try to stay away from so called ""pop culture"" while forming their own ""uniqueness"". Unfortunately they all derive upon the same style, which leads to them all looking and acting the same way. Their absolute resentment towards mainstream media and culture froces a semi-subculture in which the aforementioned transduce themselves into a contained category.  Altough previous definitions covered a wide variety of definitions, the typical emo character will prove to only show his/her ""emoness"" when cavorting with people or persons who agree with their own tastes and sentimental passions.  Also you must listen to semi- coroded late 80's early 90's punk knock off bands.",0
"little is known about him.  he is rumoured to be one of the biggest cockwhores in the western hemisphere.  oh shit, thats his dad, never mind.  rosco is unknown as he has no friends, so nobody really cares about him, not even his parents.  when interveiwed about their son, roscos father replied ""that little fag? he was good for a fuck now and then, but i had to throw him out."" on december 25th, 2004, rosco killed himself publicly after trying to pick up a male prostitute.  after the sex trade worker saw the obese man, he refused.  rosco then brought a gun to his temple and demanded people respect or he will shoot himself on the head. a deafening roar ensued, chants of ""do it you fat fuck"" were heard blocks away.  citizens agree the world is a better place without the fat loser.",0
"pants that young guys with identity problems like to wear. shit britches do not fit properly whether around the waist or the inseam, it exposes the wearer's underwear, and it weighs down their pants like they just shit them. shit britches also make the wearer walk like gumby and several other cartoon characters and keeps them from being able to run from the police in the event they ""bust a stupid dope move"" and feel the desperate need to prove their manhood (usually unsuccessfully).\n\nthe origins of shit britches are debatable, but it most likely came from prison punks (aka. prison bitches) providing easy access to their cellmates for some instant romance. chicks don't usually think shit britches are sexy so it really amounts to a form of fashion that guys wear for other guys.",0
"place. A bustling commune south of Blackfalds in the upper cretaceous part of Alberta. Founded in 1968 by born-again pacifists Blindman River rapidly became the local centre of gravel-related industry. Reknowned for their kettle-corn maize and recently built fancy string-bag factory the devoted inhabitants are fighting to bring prosperity and a modicum of educated classiness to the region. Clothing-optional Fridays attract new recruits for the weekends but the lack of advancement opportunities and long chants usually result in a mass exodus of the new blood by Tuesday.\n\nTwice voted Commune of the Year by New Moon Monthly the commune is hoping to have an on-site schoolhouse completed soon.\n\n.....................................................................................",0
"somthing i wouldnt suggest you go on.- most turn out to be incredibly ugly , boring or plain losers.. But there are a few that turn out to be gems once in awhile or at least dateable. Id say about 3 out of 50 are the odds of you finding someone whos compatible with you on a blind date. Its best if your friends set you up with this person rather than just calling up some line or other service and going on a blind date. The friends at least know what you like and most likely who you would like, as far as type. Sometimes youll get a whacko sometimes youll get a good match, But the odds of the good match are very low. Maybe 1 in 50-100 and 2 that are dateable not to bad. The rest are whack jobs. So try to meet peeps in public or work , somewhere you dont need to go on a blind date.",0
"the constant quaker is a A short film about two men. One named ""Roberto Spalding Havier Boulavardez Fischer"" also known as ""Bob"" who is wealthy, well rounded, highly educated,and has a diverse ethnic backround, but mainly spanish who is very full of himself and gets along with absolutley no one. The other, Gardner Gardner Price (yes his middle name and first name are the same)who has no ethnic backround except the fact that his ancestors were quaker puritans who lived on a farm in pennsylvania. Gardner has little educational experiances, a little less then the average 2nd grader and yet he somehow managed to be somewhat sucsessful. The movie is a constant arguement between these two men who call themseleves best firends. A very funny comedy between two bizarre men having lunch.",0
"this mean you completely trust this person you would and could lay your life down for this person. you cant help but love this person. with there eyes that sparkle and shines like starz. with a body of 10 million swim suit models... this girl is kind sexy wild and very erotic with a voice that is so beautiful that can fix a mental challenged person. this girl is someone that ypu would love no matter what happens. you care and would do absolutely anything just to see them happy. this girl will always have your heart. this person is the love of your life your universe your whole galaxy with her you couldnt function. she is your heart and soul the one that is meant for you. you perfect or dreamgirl. This isnt even clost to everything that id womderfull about this and explains her.",0
"1. Doing a valenzia is an act of purely legendarical proportions. A valenzia is the act of one man banging his partner whilst she is either; cleaning their apartment or accomodation; cooking a meal or snack; or washing and subsequently ironing her man's clothes. The man who commits this glorious act is also referred to as a 'valenzia', but can also be know as a 'thunderchucker', because he partakes in the act of a [thunderchuck]. Often a valenzia will be ridiculously well hung, and his overstaffing in the trouser department often leads to poor posture and back problems in later life.\r\n2. The alternate public act of doing a valenzia is different to the previous definition, as it is inappropriate to bang your girlfriend in public whilst she cooks or cleans or irons. This definition of a valenzia refers to the act of dancing naked, with a duck tape covered penis, in Harrods or less commonly Selfridges. Often done to the 'Cha Cha Slide', but also not uncommonly danced to the 'Surfin Bird' song, or 'Carry On Wayward Son' by Kansas.",1
"1.)  The earlier of the modern term a [wedgie] or [wedgy].  It is defined primarily when a perpetrator goes behind an individual (normally a male), and yanks the [underwear] band up so as to get a major percentage of the underwear in question up the buttocks crevice.  2.)  The results of insufficient wiping of the anus and surrounding areas thereof, which entails the common term [skid marks] (manure streaks in undergarments).  3.)  The sensation that leads a person to conclude that A.) They are experiencing a [less than fresh ass]. B.)  May have an undeterminate [dingleberry] remaining in the [rectum], [anus], or quite conceivably the less than desirable [buttocks] region.  C.) Gives the false impression of the presence of [Melvins], when, in fact, the nerve endings in the bottom of someone's ass are being affected by [anal perspiration], or the tingling feelings caused by [butt], or, [pubic hairs], perhaps both!  This may cause great anxiety with people on [a date] and those that are anticipating a potential [sexual encounter].",0
"A City in NorthEast Ohio of about 25,000 people situated in between North Canton and Hartville, Ohio.\n\nStill in Stark County when it was being over developed with shopping malls, people began to develop Uniontown in the late 1980's. Full of pretty nice people, cows, poultry, cornfields, planned housing developments, and one of the most well hidden radioactive and chemical landfills of the 20th century.\n\nThe IEL Landfill there is leaking South West at the rate of about 3 miles per year underground since 1972, when the barriers broke open, and the leachate entered the well water.\n\nNobody in UnionTown wants to talk about the landfill anymore, but just try to buy a lot in Uniontown and see how quick you have to sign the disclosure forms are displayed. People there are either ignorant about the fact they are living on top of 1750 tons of chlorinated hydrocarbons and radium waste, or they just want it to go away and not have it mentioned anywhere online, or in public record so that their property values in the market don't tank.",0
"A Corduroy pant wearing, round shaped, butch lesbian of shorter stature.  Do not confuse these lesbos with the taller lesbian variety; Ogeralis Majoris.  Typically turtle lesbos are found along the western coastline of the USA.  A turtle lesbo's primary habitat is that of middle to lower class neighborhoods often refered to as ""the ghetto.""  A turtle lesbians primary occupation is that of a chef or mechanic.  Their spare time is spent coaching women's basketball or soccer.  A turtle lesbian will often approach people with an uncanny swagger which is meant to mimic their male counterparts.  The hair style typically found upon the head of a turtle lesbo is that of an 9 year old boy of the phylum dorkus-minoris.  Turtle lesbos are relatively harmless, however, if one were to cross the path of a turtle lesbo in hot pursuit of a lipstick lesbian they would find themselves in deep perile.  Lastly it is the turtle lesbo is the primary consumer of male hormones despite the gov't insistance that male baseball players hold that status.   ",1
"A courtroom/crime drama series by [Capcom] which started in Japan in 2001 as a [GameBoy Advance] game called Gyakuten Saiban. More commonly identified by its rather popular titular character, [Phoenix Wright]. You basically have to investigate every crime, with some interesting/annoying characters along the way then battle it out in the courtroom with prosecutors who are [German] or arrogant as f***. Also, 3 of the games have the assistants underage for no goddamn reason. Has currently 5 games released in the US, 7 in Japan (not including one spinoff) and one announced for both regions. Has a crapton of Mangas and Artbooks. Also has quite the supply of rabid [fangirls] who are guaranteed to ship every two characters in the series together. ALL OF THEM. Their fans are dedicated to the series, to the point that when the main character changed for once most of them were so angry Phoenix Wright had to get back. Also, has many ask roleplay blogs on [Tumblr].\n\nTitular Characters: [Phoenix Wright], [Apollo Justice], [Miles Edgeworth]",0
"A fan of the popular sci-fi show [Doctor Who]. Whovians are the epitome of awesome, with good grammar and better knowledge. This knowledge stems from their interest in space and time, and the information gained from many viewings of the show.\r\nWithout Whovians, your life would be very dull indeed. They secretly run the world's major services, and insert Doctor Who references into every piece of popular culture available.\n\nAlso know as members of '[UNIT]', '[Torchwood]', or 'LINDA', the leaders of this group enjoy praising their heathen god, known only as 'Moffat'. Their signal when praising this god for his genius is to the untrained eye the angry shaking of a fist. Once you are a Whovian, there is no way out. They even have their own genre of music! It's called '[Trock]' and is mainly known as the domain of their most successful band, [Chameleon Circuit]. Never cross a Whovian, they have armies to defend them, and thousands if not millions of deadly aliens who owe them a favour.\n\nWe're there, you just have to look for us.",0
"A group of three amazingly talented and witty women who are the most beautiful people ever, physically and mentally. They consist of vanilla ice dancing vampires named Alexandria, Abigail, and Beth; three sisters who live in Hawaii called Lorelai, Cami, and Sophia; three ghost whisperers often referred to as Rory, Sophia Grace, and Cami who all eat ham; Luna, Ginny, and Keely who were very happy people; light switches, American dragons, spies, witches, French people, and, finally, a pair of twins and their friend who go undercover as men in ABS.\r\nThese three young women embrace all the qualities of Cuzopians. Their home, the Cuzop Fortress, is found in Tight Pants Bulgaria and their summer abode can be found in Istanbul, Australia.\n\nConsequently, they all fall in love with boys whose name starts with J, F, I, or B. As well as A, C, D, E, G, H,...you get the point!\r\nIn conclusion, one should aspire to be a cuzop (cousins that hop), but need not apply for any position if you do not like Harry Potter, Arthur, or strawberries.",0
"A horribly grotesque ordiforus scent. To recognize the ""stunky"" scent you must follow these three steps. Firstly, check if there are any obese people in the area. Obese people may be characterized by their ""Carpet Mama"" body type distiguished and glorified by the large and seemingly gunng-ho ""Bag-O-Nasty"". Thier personality may also match that of what you may  call a ""Jive Turkey"". If so are the obese people's arm pits really out pits(an arm pit so full to the brim with fat that it actually protrudes outwardly from the body) from which spews a horrible green colored gas. Third and finally, if there is the smell of soggy submarine sandwhich, cheep corner prostitutes, rotting semen, syphilis, or any combination of the above, contact the posion control center nearest you and immediately evacuate the premise. You may just have a ""stunky"" infestation. If  you fail to evacuate the area there may be dire consequences to pay such as loss of hearing, sight, and the ability to have an erection lasting longer than 2 minutes and 15 seconds.",0
"A prison for people under the age of 18. Unlike prison, you have to work your ass off to get into a better prison, in which you will waste the best years of your life fucking people and getting wasted or stoned. Also, the point at which guys are either selfish douchebags who get laid everyday, or nice, fun, and friendly, but have no chance of getting a date if they aren't ""cute"". Girls are either superficial cunts or bitchy drunk sluts.\n\nThe point at which you have to break away from the fantasy you've been living in for the past 14 years and start joining reality, which is confusing, because you're probably headed off to college next. You also have to decide what you want to do in life, which is even more confusing, because you have virtually no choice in what you are taught in school. If you go to high school and meet someone who is focused on learning something they want to do in life, stick with them; they will probably be uber-famous since they are smart enough to skip all the stupid shit that goes on at such a young age.",0
"A slang word originating from Shakespeare's use of the word ""swaggering"" in ""A Midsummer Night's Dream."" It is not used in the same manner, but that's the first time it appears in the English language.\n\nIt was not created by the Scottish, by men in the United States to express their sexuality, by Jay Z (lol yes, people actually say this stuff), the unintelligent, by teenagers, or younger children. The word ""swagger"" was made by Scandanavians as early as the 1530s, but Shakespeare's use of the word gave it a new meaning (as early as 1590).\n\nMany hate this word because they believe that black rappers made it, and so many people use it so often. It compels them to get on the internet with the sole purpose of bashing others for using the word.\n\nIt's very sad how so many people who insult others for using this word don't understand the word's origin, nor the basics of any language... As time passes, languages evolve.\n\nIf you think I'm wrong, use the internet to learn something. Do your own research, don't take my word for it.",0
"A small community by Edmonton hated by all but those who live there. Has one of the highest incomes per capita in Canada and contains spoiled rich kids driving 50,000 dollar cars and wearing 2,000 dollar outfits. The girls are sexy the boy are hot and living a life that resembles something off of The Hills. The party's are crazy full of alcohol, drugs, and sex, and there is one everynight. The parents don't set boundries because they party as hard as their kids. A safe community where a break-in is sure to cause an uproar. As a kid you could easily walk around at three in the morning and feel safe. The second you hit grade 9 the parties, alcohol, drugs, and sex start and daddy's little girl grows up fast. These kids don't have a care in the world, how could you when you have unlimited access to you Dad's bank accounts. Ideal place to grow up if you want to slack off in school, ride around in a beemer, and party all night. The letter recently written by a St.Albert resident, pretty much sums up what they believe in and stand for.",0
"A total prick australo-american lying lump of placental afterbirth who uses his empire to spread his right-wing lies and prejusices to the british and american population and is hence responsible for the ignorance of several generations and so has stunted the evolution of the human race by limiting the number of free-thinking individuals in our world today. Therefor i put forward my argument that this cunt ass fuckwit shit deserves to have his eyes gauged out, be fucked in the eyesocket by a 16 inched dick african american individual, and should then be forced to eat the solids in vomit, then given a plate of shit with a glass of piss and spunk to wash it down. His tongue should then be gouged for his stupid narrow minded right-wing lies. After this he should be set free to continue his network of bullshit so people can laugh at him. he should then have to give a lecture on why all people are equal, and that the extablishment of a welfare state is one of the finest ideas to strike the human race since the invention of the wheel.",0
"A town where everyone knows everyone else's business. People reject outsiders. The popular kids play sports and everyone is high school smokes pot. A place where people come to die. Only one black person lives here, while the rest are white rednecks. Its not uncommon to see a tractor or a lawn mower driving down the street. If you make over 30 k a year you're the richest person around. The population thinks that anywhere but here is dangerous or dirty. When you're from Southern Cali, like me, you're a gangster and everyone looks at you as if you're a criminal. If you're a guy and dress nice your automatically gay. Everyone is stereotyped. Everyone is two faced. Your 'best friend' would probably double cross you for a moment with the sports crowd. The main-street consist of antique stores and the town has a grocery store and two convenience stores. The closest mall is 2 hours away and if you have any major cell phone carrier don't plan on using your phone here. Overall a horrible place that I wouldn't even send my worst enemy to.",0
"A word in the urban dictionary whose tags and definitions out-number the definitions listed for its antonymic counterparts (e.g., honkey, cracker, devil, blue-eyed demon, rapist of cultures, etc.,) because the group of people they are making an attempt to distinguish are not so full of hate as to sacrifice time, energy, thought, and attention to defining, or developing, a concept that ironically defines who and what THEY are.\r\n\r\n""The American people have always been anxious to know what they shall do with us... I have had but one answer from the beginning. Do nothing with us! Your doing with us has already played the mischief with us. Do nothing with us! If the apples will not remain on the tree of their own strength, if they are worm-eaten at the core, if they are early ripe and disposed to fall, let them fall! ... And if the negro cannot stand on his own legs, let him fall also. All I ask is, give him a chance to stand on his own legs! Let him alone! ... your interference is doing him positive injury.""  ~Frederick Douglass",0
"An evolved [emo]. Usually happens when a closet emo or an actual emo discovers that there is in fact, other colors other than black and pink so they star mixing it up a lot to a point that their clothes wont match.\n\nUnlike the species from which they evolved, they don't try to act suicidal, on the contrary, they act like life is nice to them even though everybody hates them even other hipsters.\n\nThey tend to ""like"" things like music and clothes that non-hipsters don't like because that makes them feel special an superior even though it makes the look stupid and asshole-y. This is in part because when they were emo they used to think they were [shit] and now they think they are [The Shit], this kind of thinking, of course, is wrong.\n\n[Irony], no matter how much they try, wont work for them because they simply don't know how to use it.\n\nThey are usually NOT poor people but tend to act like it.\n\nMale hipsters usually become really thin and Female hipsters start dressing non-sexy.\r\nThey also wear overpriced used clothes.",0
"An incredibly talented musical group with the utmost amazing instrument playing abilities known to mankind.  ICP, otherwise known as Insane Clown Posse,  are the peak of this modern day civilization as we know it.  ICP is known for dressing up as sadistic,  mentally unstable clowns who enjoy vibrating their vocal chords about the following ideas,  beliefs,  and opinions,  but are NOT limited to:  head lice in one's arm pits,  cutting bigots spinal cords in half (who doesn't want to do THAT now?),  general distaste and negative angst toward the police department in general,  the boogie man,  and many many more very interesting and thought provoking topics.\r\n     Upon the first time hearing ICP I was immediately impressed by their captivating use of the English language.  Explaining to me how AND why they planned on killing a police officer kept me entertained for hours.  If you really do take a look deep down into ICP's lyrics you will find just more and more intelligent ideas that would greatly improve the world today.  \r\n  ",0
"Austin is a guy you'll fall in love with in no time. He seems normal at first, but once you get to know him your life will be changed forever. He's patient, he'll listen to you, and he's one of the best shoulders to cry on. He's got gorgeous green eyes, dark curly brunette hair, and a slimmer build. He's tall, has a large penis, and is a great kisser. He's afraid to text a girl first, thinking he is annoying to everyone.. When little does he know his presence is nice to have around and comforting. Whenever he sees at you, his face will light up because he is so happy you're near. He tells stupid, tacky jokes that makes everyone laugh, because he's simply hilarious. He fucks up quite often, but you need to be patient with him just as he is with you. He won't pressure you into anything and he's willing to wait for you if you just give him a chance. And if you treat him right, you'll get everything you've ever wanted in a guy in return. He'll always be the number one person in your life, and if he currently isn't, he is soon to be.",0
"Derived from the two words 'wildebeest' and 'troll' a wildetroll is an overweight obnoxious and narciccistic male, generally with pimples on his back, who lives to torment, harrass and upset his family and/or partner.\r\nIn addition to these 'attributes', the person is more often than not extremely lazy, oversleeps, overeats, snores, is sexually dysfunctional due to having smoked his entire life and the battering ramp he sports around his middle.\r\nHe will often blame his partner for the poor quality of sex, quick to brand her as ""a turn off"" until one fateful night after a week of obsessive compulsive masturbating over soft porn, the individual has an attack of conscience over his partner crying herself to sleep the night before and admits that the problem lies with him, his lack of stamina and his inability to haul his own ass.\r\nHe can be quickly identified, even from a distance as the asshole who yells out commands such as ""get back to your box (room) bitch"" (addressing his partner), and ""you'll do as your told. I am god"".",0
"Facebook or GTFO!\r\n‰ÛÒverb (used without object) \r\n1. Abbr. FBORGTFO.\r\n\r\n()GTFO: An internet acronym short for ""get the fuck out"".\r\n\r\nA)The common practice to unintentionally or intentionally lead someone of the opposite or same sex into believing you wish to engage in intercourse- resulting in requesting their Facebook name for the mere purpose of articulating attention for future usage.\r\n\r\nB)Basically; you don't care about having intercourse with someone of the opposite or same sex because you get enough attention to satisfy your needs. But because you like the attention the person you just met is giving you, you don't want to seem shallow by just leaving- so you ask for their Facebook name and continue to talk and flirt online. Which could than result in scheduling future dates.\r\n\r\nC) You meet someone for the first time and after sufficient flirting, you want their Facebook name so you can leave and mingle with other people. \r\n\r\nNote: A common defensive practice against Skanks, Sluts and Bitches Hoes. ",1
"Fukin gr8 ppl like,im a charver like n am not ashamed at all it mint!!!we do drink ii do we,we get off our faces,wer trakies wich rnt fake,jewelry which isnt fake,and we act like tht cos thts how we are,im 15 and im not pregnt evntho iv had to av to pregncy tests,lol,so fuk it jus shows tht sum lases can get lads!uz r idiots hu al mok us.i luv goin to raves,i luv the mc's n fink d d.js r wel gud they make all the music n lyrics the selves,propa ofit!we fight cos we rnt pussys,we only got the crew behind us for wen a bunch ov posh,freeks,gay,goth twats start then we av our sel a lil riot,its mental!i go to skool do good,my boyfriend is a charver init n he got great GCSE's A,B,5C'S!!!ya divys mokin us,few ov me m8s r builders so fuk,if ya cleva ya cleva.my clown neklace is lush,beta thn th plastic barbie pink shit uva lases wer init,get a life n dnt mok us.im a boxer nd ava life so u cnt say we gt nowt else beter to do th lads train n go to the gym!!!ya jus dnt no th crak dya actualy no ne charvers ya dik eds ya jus jelous lieeek.",0
"GADRIEL ‰ÛÒ (Gadreel, Gael) is the forbidden name of the leader of the sons of God some believe seduced Eve in paradise. In Christianity his name has been replaced by Satan but long before the name Satan was introduced the story was told with Gadriel making the lustful offer that showed the deep pleasures of the flesh to the very first woman.\n\nGadriel is the real father of Cain, older brother of Abel, trough the intimate union with Eve. He taught men the art of warfare and women the art of beauty, and also revealed to the people the secrets of witchcraft, leading them into the powers of nature and the secrets of science.\n\nGadriel mission is to seduce, to teach, women the forbidden knowledge of science and beauty, and to breed with them.\n\nGadriel is revered as a physical/spiritual deity by many Theistic/Spiritual groups as a Promethean bringer of forbidden knowledge, thereby interpreting Gadriel as a Gnostic liberator.\n\nGadriel enjoys the distinction of being the most mysterious extra human character in sacred literature.",0
"HME is the acronym for Hot mess Express. A Hot Mess Express is a group of girls who are entirely too slutty and have the worst reputations on campus. Basically they have sex with any guy who has a penis. This includes; teachers for A's, geeks so they can type their papers and do homework for them, frat boys for beer, other girls boyfriends, other boys who are talking to girls, store owners for free clothes (not nice ones, stores such as Rainbow, Body Shop, Fashion Bug, Rave, and any other cheap chinese or african american clubware store). If a guy turns them down from Rainbow they will most likely shop lift their shit from fashion bug.\n\nWhen one sleeps with a girl from the HME he immediatly is on the train for life (thats why we refer to it as an express). The whoriest of the HME will be the caboose (for obvious reasons) and the leader of the group that is the conductor is basically the pimp who whores the other whores out. Do not be confused, the conductor is still a whore herself, but she instructs the others to target prey.",1
"Illegal in all 50 states, Rage Punch is a mixture of Boone's Farm Strawberry Hill and 5 Hour Energy. This glorious concoction takes and ordinary night and turns in into something extraordinary. It transforms the user into a raging, yelling machine. When taken to the dome-piece, the user is first overcome by a state of euphoria, accompanied by a tingling sensation all over. Then, from deep down, the very depths of one's soul, a yell emanates. This yell, incapable of being comprehended by modern science, has been touted by some as a religious experience. From that first yell on, the user begins only what can be described as a ""shock and awe"" campaign. He dances like he never danced before. He yells at the top of his lungs, frightening women and young children. Through this yell, the utmost sign of virility, some users have reported impregnating women by this glorious sound alone. This tonic must be used correctly, however. It must be consumed with friends; there must be others on your level, because it is indeed lonely at the top.",0
"Inspired by those Living in the city or surrounds in modern environment or a refurbished buildings, also stodios and lofts that are open plan and modern. Being surrounded by people with taste and character. This is a wordly way and would also include furnishing your home with multi functional furniture that is in multi funtional rooms, making optimal use of space as space is scarce, leaveing a feint carbon footprint by recycling and finding ways to spare the environment. Urban living does not have to be in the city, it is the way one would live lending to these atributes. Urban Living has no race, religeon, sexual preference, gender or age, it is about people with taste and style who want to use space optimally without having a negative impact on the environment but still live well. Urban living also includes the kind of dwelling and the way it is laid out, the use of natyral lighting and minimal clutter. Urban living is clean, crisp and fresh. Urban Living would be a home that has all of this regardless of where it is situated.",0
"Is like Giving somebody a gun, allowing him/her to point it to your heart while trusting he/she will never pull the trigger.\n\nTo make yourself vulnerable and exposing too much of what's on your mind and heart not noticing than the other person never asked or showed any interest on anything related to your life. The only place where you ever had the other's full attention was in bed and everytime you had sex with him/her some hope arised that you were closer to her/his heart. As you later realized it was not the case.\n\nTo put oneself in a very dangerous position when not sure of the other person's feelings.\r\nTo become temporarily naive at heart regardless of being a very rational person in other circumstances.\r\nAfter you stop loving the person you go back to your regular rational state and beat yourself over all the signs ignored, over all the unrequested love given but basically about having believed that the other person could love somebody else but himself/herself. You promise to never love again but you eventually do.",0
"It's your standard garden variety ""gay lesbian bi transgender"" but minus the transgender.\n\nA small but savvy minority of [GLB] people recognize that GLB causes are not the same as [transgender] causes. The former has to do with sexual orientation, the latter has to go with gender identity regardless of sexual orientation. People who support this view do not think that transgendered people should have no rights, but simply that they have nothing to do with GLB rights, and therefore oppose the use of the term [GLBT] and the countless other variants with all sorts of different letter combinations on the end.\n\nThe most outspoken proponent of this view is John Aravosis. He has pointed out that GLB activists have been trying to pass the Employment Non-Discrimination Act (ENDA) for 30+ years, and just when it actually had a chance of finally passing in 2007, they tacked on the T to make GLBT, and then it had no chance of passing. Thus, the initialism GLBT (and any other unnecessarily long variant) has actually held back GLB rights.",0
"It's your standard garden variety ""lesbian gay bi transgender"" but minus the transgender.\n\nA small but savvy minority of [LGB] people recognize that LGB causes are not the same as [transgender] causes. The former has to do with sexual orientation, the latter has to go with gender identity regardless of sexual orientation. People who support this view do not think that transgendered people should have no rights, but simply that they have nothing to do with LGB rights, and therefore oppose the use of the term [LGBT] and the countless other variants with all sorts of different letter combinations on the end.\n\nThe most outspoken proponent of this view is John Aravosis. He has pointed out that LGB activists have been trying to pass the Employment Non-Discrimination Act (ENDA) for 30+ years, and just when it actually had a chance of finally passing in 2007, they tacked on the T to make LGBT, and then it had no chance of passing. Thus, the initialism LGBT (and any other unnecessarily long variant) has actually held back LGB rights.",0
"Lenoras are like a lioness, they dont take shit from anybody. But they are also sweet loving and compassionate people. They crave that one person who can show them the love and attention that they need and deserve. Lenoras are Queens every girl wants to be her and every guy wants her. But she isn't a one night stand she's the type that you want to wife once you've caught her attention and she wants you.\n\nLenora is that person to make anyone smile and love her instantly. She is very popular because she just be's herself. Her personality will make you think about her all the time. She has the sexiest body ever. Even if she's quiet at times don't think she's allto innocent. She will make you work for the prize she won't just give it away. Lenora is a beautiful goddess sent from heaven. Once you find her don't let her go because if you do you will regret it without her doing a thing to you. She's a strong compassionate poison who will ride with you through it all. She's a lioness, a queen, a goddess, the definition of a bad bitch.",0
"Liquid r0x0r is the base substance of all that is Pro (or pr0). The source of this ""Liquid r0x0r"" is the plentiful and sacred streams that flow amidst the lofty cloud of Admin. One of the most globally recognizable accounts of Liquid r0x0r exposure is that of Chuck Norris. After being consistently picked on and beaten up at school Chuck sold his soul to the devil for solution, the devil handed him a bottle of Liquid r0x0r. Soon after Chuck proceeded to kick the devils ass reclaiming his soul, The devil's and many other souls including Bruce Lee's. While Chuck Norris' exposure was quite minimal it significantly Raised Chucks power to greatly exceed that of 99% of the human race.\r\n\r\nRecognizable by its velvety and silk like feeling, flavor resembling gummy bears the ever flowing streams of Liquid r0x0r once produced a guardian. Purely forged from solidified r0x0r... [Maddox] emerged...\r\n\r\nwhile technically not correct... it is quite acceptable to use ""Liquid r0x0r"" to describe the utter and absolute greatness of things... ",0
"Luna is an odd character of the Harry Potter series. She has eyes that give her a perminately surprised look, pale eyebrows, waist length dirty-blonde hair(though in the OOTP movie, it is white blonde), and gives of a distinct edge of dottiness, seeing as she reads her father's magazine upside-down, tucks her wand behind her left ear, and wears Spectrespecs. She is in the house of Ravenclaw. She wears radish earrings, and a necklace of Butterbear corks. Her father, Xenophilius Lovegood, was the editor of 'The Quibbler,' but her mother was dead, killed by a backfired experimental spell. Also in 'OOTP,' Luna becomes, you could say, somewhat friends with Harry and his crew(they met on the Hogwarts Express), joins Dumbledores army, and was at Harry's aid in the Department of Mysteries. Luna attended Professeur Slughorn's Christmas Party in HBP, and was caught by wizard muggers in DH along with Harry, Hermione, and Ron. She fought in the Battle of Hogwarts, married Rolf Scamander, and had twin children, Lorcan and Lysander Scamander.",0
"Nigga my boy D. Sanchez(Doug Sanchez) picks off hot broads off the gangsta streets of miami. 305 baby. they usually pick up hos from the 305area but did go to europe to pick hoes up there. Often pick up latina girls cuz they dont speak english and are easier to bang if offered cash. Sanchez is one of them cool talkin cats who lures em in the bus. He usually gets the ho to bang one  of his dudes( preston, alex, ramone wit da big one, or others). they offer money and she gives in. After there done they say get out and theyll pay her. but them niggaz drive off and leave that sorry bitch on the street yellin and screamin while they laugh. Bangbus stylie nigga. Other copy cats out there like backseatbangers, slutbus, milf cruiser gay fake ass shit like that. Ppl say bangbus is fake, and they even have a disclaimer sayin it is. But i kno about this tricky paper work game son... bangbus is real... this shit is not a joke. They got them trickin the ppl who think its fake with the disclaimer. but sanchez really do what he do knamean dog.",1
"Not take to give:\r\nIf you truly would like to be happy with a woman/man you have to be willing to look past their physical attributes long enough to see them clearly as a person. If it's all in what you get as opposed to give in life your fucked!\r\nYou'll blame people for all their flaws to think your better and in the end what you may think your winning is only making you look loose what you may have wanted to feel in a relationship i.e. LOVE\n\nEvery relationship that works has the the way of give and take.\r\nIt takes an amount of give and take to have this.\r\nFor the record MOnEY has no bearing on what love really is. Trusting in your feelings for one another is important. then you feel compelled to be completely honest with that person and it becomes a good solid relationship.\r\nExample 1: Massages! Very important.\r\n2: Leave their past in the ""PAST"" Who they are with you is who they were not what they may want with you now.\r\n3: Children, Cooking, cleaning, laundry and house duties are both of your responsabilities.",0
